"pair","dataset","dataset_label","chemical","year","gender","age_group","n","geo_mean","median","p25","p75"
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2007,"Male","45–64",291,2.57376784963273,2.6,1.6,4
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2007,"Male","65+",212,2.62798710691543,2.4,1.7,4.2
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2007,"Male","<18",149,2.55397432879657,2.5,1.4,4.9
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2009,"Female","18–44",466,0.797351249976002,0.8,0.4,1.4
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2009,"Female","45–64",340,1.27053286151304,1.3,0.8,2.1
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2009,"Female","65+",228,1.98586893375462,2.1,1.2,3.2
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2009,"Female","<18",124,1.40720171149139,1.4,0.7,2.5
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2009,"Male","18–44",391,2.08032219852951,2,1.3,3.3
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2009,"Male","45–64",299,1.96564206705712,2,1.3,3.05
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2009,"Male","65+",227,2.0990604037776,2.2,1.45,3.45
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2009,"Male","<18",158,1.96843811287684,1.7,1.025,3.775
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2011,"Female","18–44",383,0.687210478742763,0.7,0.42,1.095
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2011,"Female","45–64",266,0.91786707338664,0.995,0.595,1.5875
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2011,"Female","65+",161,1.53647159285182,1.53,0.93,2.35
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2011,"Female","<18",128,0.975903619295721,0.915,0.5675,1.8175
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2011,"Male","18–44",405,1.51759677669472,1.53,0.99,2.48
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2011,"Male","45–64",264,1.55049768173592,1.775,0.955,2.5825
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2011,"Male","65+",169,1.74133305020103,1.83,1.11,2.7
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFHS",2011,"Male","<18",128,1.29770947186,1.215,0.76,2.075
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2007,"Female","18–44",400,1.0054018339588,0.984,0.738,1.476
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2007,"Female","45–64",292,1.19926931612545,1.148,0.902,1.64
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2007,"Female","65+",232,1.12672683973898,1.23,0.82,1.804
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2007,"Female","<18",117,0.968227871702591,0.984,0.738,1.312
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2007,"Male","18–44",407,1.35515850830166,1.394,0.984,1.886
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2007,"Male","45–64",291,1.40928677274878,1.394,0.984,1.968
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2007,"Male","65+",212,1.25383583172458,1.23,0.82,1.804
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2007,"Male","<18",149,1.15507265281933,1.148,0.82,1.476
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2009,"Female","18–44",466,0.963873624666506,0.902,0.656,1.394
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2009,"Female","45–64",340,1.28616518351633,1.312,0.902,1.9065
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2009,"Female","65+",228,1.34359312237681,1.312,0.82,2.05
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2009,"Female","<18",124,1.02485196296274,0.984,0.738,1.476
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2009,"Male","18–44",391,1.33883560030291,1.312,0.984,1.804
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2009,"Male","45–64",299,1.33480536582437,1.312,0.984,1.722
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2009,"Male","65+",227,1.42120527780936,1.394,0.902,2.173
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2009,"Male","<18",158,1.16658900660873,1.148,0.82,1.558
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2011,"Female","18–44",383,0.742700412301395,0.73,0.53,1.045
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2011,"Female","45–64",266,0.922725270939546,0.89,0.61,1.35
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2011,"Female","65+",161,1.09977106679979,1.05,0.75,1.76
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2011,"Female","<18",128,0.772988344001128,0.735,0.495,1.0775
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2011,"Male","18–44",405,0.961757638290446,0.95,0.66,1.34
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2011,"Male","45–64",264,1.04530575770792,1.005,0.68,1.57
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2011,"Male","65+",169,1.08270275939738,1.07,0.77,1.58
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFNA",2011,"Male","<18",128,0.813755055366304,0.77,0.5475,1.1475
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2007,"Female","18–44",400,2.91733185894765,3,2,4.3
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2007,"Female","45–64",292,3.8998299591908,4.3,2.9,5.6
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2007,"Female","65+",232,4.0821120691271,4.3,3,6.1
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2007,"Female","<18",117,3.39112026853172,3.4,2.7,4.5
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2007,"Male","18–44",407,4.75977810547313,4.9,3.6,6.75
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2007,"Male","45–64",291,4.64548346535631,4.8,3.55,6.45
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2007,"Male","65+",212,4.54139948751642,4.7,3.2,6.4
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2007,"Male","<18",149,4.00894659287691,4,3.3,5
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2009,"Female","18–44",466,2.07213851675846,2.1,1.4,3
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2009,"Female","45–64",340,2.71469618662344,2.7,1.9,4.225
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2009,"Female","65+",228,3.25463554228184,3.4,2.5,5
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2009,"Female","<18",124,2.35635396154115,2.4,1.8,3.225
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2009,"Male","18–44",391,3.42753501200948,3.6,2.6,4.8
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2009,"Male","45–64",299,3.37140443876518,3.6,2.5,4.7
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2009,"Male","65+",227,3.3571244347972,3.6,2.3,5.4
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2009,"Male","<18",158,2.75114297241734,2.8,2.2,3.5
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2011,"Female","18–44",383,1.44107227426158,1.52,0.96,2.23
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2011,"Female","45–64",266,1.82809028568447,1.785,1.26,2.8625
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2011,"Female","65+",161,2.58564684680819,2.52,1.75,3.77
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2011,"Female","<18",128,1.57799374227764,1.525,1.1825,2.1725
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2011,"Male","18–44",405,2.30055919703425,2.31,1.79,3.1
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2011,"Male","45–64",264,2.23742797360744,2.33,1.65,3.3925
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2011,"Male","65+",169,2.4650000637221,2.53,1.92,3.49
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOA",2011,"Male","<18",128,1.8828367499897,1.865,1.45,2.4125
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2007,"Female","18–44",400,8.13160231811085,8.45,5.775,11.925
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2007,"Female","45–64",292,11.8897362481863,12.2,8.175,19.3
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2007,"Female","65+",232,15.8527703444704,17.1,11.075,26.775
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2007,"Female","<18",117,9.27580003243815,9.5,6.6,14.1
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2007,"Male","18–44",407,14.6624502459561,15.5,10.3,21.8
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2007,"Male","45–64",291,18.4787307066488,18.3,12.25,28.55
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2007,"Male","65+",212,20.6731341435346,20.7,12.55,32.4
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2007,"Male","<18",149,10.8667498632343,11.3,8,15.4
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2009,"Female","18–44",466,5.24207081055944,5.1,3.3,8.675
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2009,"Female","45–64",340,8.26927868674166,8.5,5.175,13.125
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2009,"Female","65+",228,12.1945183834834,12.25,7.975,18.875
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2009,"Female","<18",124,5.59601852926969,5.55,3.9,8.325
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2009,"Male","18–44",391,9.8294311737557,10.1,7.15,14.4
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2009,"Male","45–64",299,12.0623739684317,12.4,8.45,17.45
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2009,"Male","65+",227,15.3318747268219,16,9.85,26.05
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2009,"Male","<18",158,6.5520945814368,6.05,4.6,9.775
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2011,"Female","18–44",383,3.97619596253453,4.17,2.55,6.495
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2011,"Female","45–64",266,5.78026476159054,6.15,3.2525,10.075
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2011,"Female","65+",161,9.22232771988241,9.84,5.65,17
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2011,"Female","<18",128,3.52404018595466,3.57,2.325,5.1825
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2011,"Male","18–44",405,7.16423374700233,7.48,4.91,10.7
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2011,"Male","45–64",264,8.91840114965289,9.33,6.0575,14.425
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2011,"Male","65+",169,11.1420155455144,12,7.22,18.7
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFOS",2011,"Male","<18",128,4.50017298062596,4.545,3.045,6.1
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2007,"Female","18–44",400,0.0701839601730143,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2007,"Female","45–64",292,0.0700855565099355,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2007,"Female","65+",232,0.070751228859581,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2007,"Female","<18",117,0.07,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2007,"Male","18–44",407,0.0702423221359373,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2007,"Male","45–64",291,0.07,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2007,"Male","65+",212,0.0709350083386713,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2007,"Male","<18",149,0.07,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2009,"Female","18–44",466,0.07,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2009,"Female","45–64",340,0.07,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2009,"Female","65+",228,0.0706476049295218,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2009,"Female","<18",124,0.07,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2009,"Male","18–44",391,0.07,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2009,"Male","45–64",299,0.07,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2009,"Male","65+",227,0.0701100743229581,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2009,"Male","<18",158,0.07,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2011,"Female","18–44",383,0.07,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2011,"Female","45–64",266,0.0701190445647716,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2011,"Female","65+",161,0.0708511813878308,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2011,"Female","<18",128,0.0703800930778962,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2011,"Male","18–44",405,0.07,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2011,"Male","45–64",264,0.0709828171227069,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2011,"Male","65+",169,0.0722949332864241,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFSA",2011,"Male","<18",128,0.0706501471126239,0.07,0.07,0.07
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2007,"Female","18–44",400,0.181098606915346,0.14,0.14,0.2
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2007,"Female","45–64",292,0.188964710555792,0.14,0.14,0.2
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2007,"Female","65+",232,0.198441380772374,0.14,0.14,0.2
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2007,"Female","<18",117,0.147728977832842,0.14,0.14,0.14
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2007,"Male","18–44",407,0.194298119546458,0.14,0.14,0.2
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2007,"Male","45–64",291,0.213051700169314,0.14,0.14,0.3
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2007,"Male","65+",212,0.20916607403674,0.14,0.14,0.3
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2007,"Male","<18",149,0.153304838358123,0.14,0.14,0.14
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2009,"Female","18–44",466,0.149732216524879,0.1,0.07,0.2
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2009,"Female","45–64",340,0.202044352171358,0.2,0.07,0.4
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2009,"Female","65+",228,0.181958348310385,0.2,0.07,0.3
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2009,"Female","<18",124,0.121433738586436,0.1,0.07,0.2
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2009,"Male","18–44",391,0.156897655722236,0.2,0.07,0.3
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2009,"Male","45–64",299,0.187158582246737,0.2,0.1,0.3
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2009,"Male","65+",227,0.229500004120227,0.2,0.1,0.5
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2009,"Male","<18",158,0.107820665957625,0.1,0.07,0.1
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2011,"Female","18–44",383,0.147281676094573,0.12,0.07,0.225
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2011,"Female","45–64",266,0.175518801338706,0.15,0.07,0.2875
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2011,"Female","65+",161,0.191656857319747,0.18,0.07,0.31
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2011,"Female","<18",128,0.103296415236195,0.07,0.07,0.13
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2011,"Male","18–44",405,0.147474520959402,0.12,0.07,0.23
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2011,"Male","45–64",264,0.182720801627628,0.16,0.07,0.31
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2011,"Male","65+",169,0.190188273921548,0.17,0.07,0.31
"IHGEM_vs_PFC","PFC","Polyfluoroalkyl Chemicals (Serum)","LBXPFUA",2011,"Male","<18",128,0.0969560250168184,0.07,0.07,0.1325
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2013,"Female","18–44",109,0.11,0.11,0.11,0.11
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2013,"Female","45–64",65,0.111898538721932,0.11,0.11,0.11
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2013,"Female","65+",71,0.111079149097105,0.11,0.11,0.11
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2013,"Female","<18",32,0.11,0.11,0.11,0.11
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2013,"Male","18–44",91,0.11,0.11,0.11,0.11
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2013,"Male","45–64",78,0.115387128779199,0.11,0.11,0.11
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2013,"Male","65+",36,0.112660046406396,0.11,0.11,0.11
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2013,"Male","<18",29,0.11,0.11,0.11,0.11
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2017,"Female","18–44",306,0.0501731406378813,0.05,0.05,0.05
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2017,"Female","45–64",255,0.0502873720554371,0.05,0.05,0.05
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2017,"Female","65+",173,0.0501948713870796,0.05,0.05,0.05
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2017,"Female","<18",95,0.0510279285006647,0.05,0.05,0.05
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2017,"Male","18–44",288,0.05056168609058,0.05,0.05,0.05
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2017,"Male","45–64",265,0.0505549701697292,0.05,0.05,0.05
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2017,"Male","65+",189,0.050249298608723,0.05,0.05,0.05
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGE",2017,"Male","<18",100,0.05,0.05,0.05,0.05
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGM",2013,"Female","18–44",109,0.406391526302482,0.42,0.15,0.82
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGM",2013,"Female","45–64",65,0.676464553790254,0.58,0.32,1.17
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGM",2013,"Female","65+",71,0.642146800155731,0.7,0.325,1.505
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGM",2013,"Female","<18",32,0.27864477022791,0.29,0.08,0.615
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGM",2013,"Male","18–44",91,0.405599478802094,0.42,0.145,0.925
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGM",2013,"Male","45–64",78,0.761599830996603,0.825,0.3,1.9
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGM",2013,"Male","65+",36,1.14906565899581,0.915,0.59,2.7475
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGM",2013,"Male","<18",29,0.276604458109896,0.32,0.12,0.6
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGM",2017,"Female","18–44",306,0.485298491184184,0.435,0.18,0.9875
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGM",2017,"Female","45–64",255,0.611269956074802,0.52,0.18,1.335
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGM",2017,"Female","65+",173,0.561176090911466,0.54,0.18,1.15
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGM",2017,"Female","<18",95,0.288755224935268,0.18,0.18,0.42
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGM",2017,"Male","18–44",288,0.435569482768956,0.35,0.18,0.835
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGM",2017,"Male","45–64",265,0.692310483219444,0.61,0.28,1.28
"IHGEM_vs_SSPFAS","IHGEM","Mercury: Inorganic, Ethyl & Methyl (Blood)","LBXBGM",2017,"Male","65+",189,0.570479911818075,0.53,0.18,1.23
