"dataset","year","chemical","n_total","n_below_lod","pct_below","dataset_label","lod_flag"
"PHTHTE",2003,"URXMZP",2605,0,0,"Phthalates & Plasticizers (Urine)","Mostly detected (reliable)"
"PHTHTE",2005,"URXMZP",2548,0,0,"Phthalates & Plasticizers (Urine)","Mostly detected (reliable)"
"PHTHTE",2007,"URXMZP",2604,0,0,"Phthalates & Plasticizers (Urine)","Mostly detected (reliable)"
"PHTHTE",2009,"URXMZP",2749,0,0,"Phthalates & Plasticizers (Urine)","Mostly detected (reliable)"
"PHTHTE",2011,"URXMZP",2489,0,0,"Phthalates & Plasticizers (Urine)","Mostly detected (reliable)"
"PHTHTE",2013,"URXMZP",2685,0,0,"Phthalates & Plasticizers (Urine)","Mostly detected (reliable)"
"PHTHTE",2015,"URXMZP",2975,0,0,"Phthalates & Plasticizers (Urine)","Mostly detected (reliable)"
"PHTHTE",2017,"URXMZP",2762,0,0,"Phthalates & Plasticizers (Urine)","Mostly detected (reliable)"
"PHTHTE",2003,"URXUCR",2623,NA,NA,"Phthalates & Plasticizers (Urine)","Mostly detected (reliable)"
"PHTHTE",2005,"URXUCR",2565,NA,NA,"Phthalates & Plasticizers (Urine)","Mostly detected (reliable)"
"PHTHTE",2007,"URXUCR",2623,NA,NA,"Phthalates & Plasticizers (Urine)","Mostly detected (reliable)"
"PHTHTE",2009,"URXUCR",2755,NA,NA,"Phthalates & Plasticizers (Urine)","Mostly detected (reliable)"
"PHTHTE",2011,"URXUCR",2525,NA,NA,"Phthalates & Plasticizers (Urine)","Mostly detected (reliable)"
"PHTHTE",2013,"URXUCR",2690,NA,NA,"Phthalates & Plasticizers (Urine)","Mostly detected (reliable)"
"UPHOPM",2011,"URX24D",2365,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2013,"URX24D",2671,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2015,"URX24D",3034,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2011,"URX4FP",2428,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2013,"URX4FP",2669,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2015,"URX4FP",3036,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2013,"URXCPM",2639,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2015,"URXCPM",3033,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2015,"URXMAL",3028,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2011,"URXOPM",2416,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2013,"URXOPM",2627,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2015,"URXOPM",3022,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2011,"URXOXY",2421,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2013,"URXOXY",2648,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2015,"URXOXY",3038,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2011,"URXPAR",2350,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2013,"URXPAR",2584,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2015,"URXPAR",3039,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2011,"URXTCC",2275,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2013,"URXTCC",2622,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
"UPHOPM",2015,"URXTCC",3022,0,0,"Pyrethroids, Herbicides & OP Metabolites (Urine)","Mostly detected (reliable)"
