"pair","dataset_a","dataset_b","chemical_a","chemical_b","year","n","r","r_squared"
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMIB",2017,1886,-0.0615,0.0038
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMNP",2017,1886,-0.0376,0.0014
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMOH",2017,1886,-0.0358,0.0013
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMONP",2017,1886,-0.0479,0.0023
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMZP",2017,1886,-0.1002,0.01
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXCNP",2017,1886,-0.1082,0.0117
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXCOP",2017,1886,-0.0872,0.0076
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXECP",2017,1886,-0.0779,0.0061
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXECPT",2017,1886,-0.0754,0.0057
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXHIBP",2017,1886,-0.1028,0.0106
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMBP",2017,1886,-0.085,0.0072
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMC1",2017,1886,-0.0655,0.0043
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMCOH",2017,1886,-0.1023,0.0105
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMEP",2017,1886,-0.0973,0.0095
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMHBP",2017,1886,-0.0998,0.01
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMHH",2017,1886,-0.0672,0.0045
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMHHT",2017,1886,-0.0867,0.0075
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMHNC",2017,1886,-0.1013,0.0103
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMHP",2017,1886,-0.0217,5e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMIB",2017,1886,-0.0943,0.0089
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMNP",2017,1886,-0.0299,9e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMOH",2017,1886,-0.0762,0.0058
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMONP",2017,1886,-0.0836,0.007
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMZP",2017,1886,-0.1941,0.0377
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXCNP",2017,1886,-0.0114,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXCOP",2017,1886,-0.0353,0.0012
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXECP",2017,1886,-0.0363,0.0013
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXECPT",2017,1886,-0.0453,0.0021
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXHIBP",2017,1886,-0.1008,0.0102
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMBP",2017,1886,-0.0713,0.0051
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMC1",2017,1886,-0.0196,4e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMCOH",2017,1886,-0.0177,3e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMEP",2017,1886,-0.0926,0.0086
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMHBP",2017,1886,-0.0822,0.0068
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMHH",2017,1886,-0.0204,4e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMHHT",2017,1886,-0.0377,0.0014
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMHNC",2017,1886,-0.0398,0.0016
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMHP",2017,1886,-0.0589,0.0035
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMIB",2017,1886,-0.0864,0.0075
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMNP",2017,1886,-0.0212,4e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMOH",2017,1886,-0.0387,0.0015
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMONP",2017,1886,-0.0384,0.0015
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMZP",2017,1886,-0.0606,0.0037
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXCNP",2017,1886,-0.075,0.0056
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXCOP",2017,1886,-0.0459,0.0021
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXECP",2017,1886,-0.0458,0.0021
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXECPT",2017,1886,-0.0608,0.0037
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXHIBP",2017,1886,-0.1102,0.0122
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMBP",2017,1886,-0.0762,0.0058
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMC1",2017,1886,-0.0561,0.0031
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMCOH",2017,1886,-0.0503,0.0025
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMEP",2017,1886,-0.0901,0.0081
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMHBP",2017,1886,-0.1121,0.0126
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMHH",2017,1886,-0.0358,0.0013
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMHHT",2017,1886,-0.0388,0.0015
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMHNC",2017,1886,-0.074,0.0055
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMHP",2017,1886,-0.0659,0.0043
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMIB",2017,1886,-0.0883,0.0078
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMNP",2017,1886,-0.0305,9e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMOH",2017,1886,-0.0493,0.0024
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMONP",2017,1886,-0.0566,0.0032
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMZP",2017,1886,-0.1318,0.0174
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXCNP",2017,1886,-0.1554,0.0242
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXCOP",2017,1886,-0.1273,0.0162
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXECP",2017,1886,-0.0942,0.0089
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXECPT",2017,1886,-0.0725,0.0053
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXHIBP",2017,1886,-0.1329,0.0177
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMBP",2017,1886,-0.0929,0.0086
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMC1",2017,1886,-0.0834,0.007
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMCOH",2017,1886,-0.0979,0.0096
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMEP",2017,1886,-0.1189,0.0141
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMHBP",2017,1886,-0.115,0.0132
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMHH",2017,1886,-0.0718,0.0052
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMHHT",2017,1886,-0.0859,0.0074
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMHNC",2017,1886,-0.0995,0.0099
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMHP",2017,1886,-0.0214,5e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMIB",2017,1886,-0.1155,0.0133
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMNP",2017,1886,-0.0544,0.003
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMOH",2017,1886,-0.0898,0.0081
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMONP",2017,1886,-0.1169,0.0137
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMZP",2017,1886,-0.2311,0.0534
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXBFOA","URX24D",2015,1963,-0.0342,0.0012
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXBFOA","URX4FP",2015,1964,0.0072,1e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXBFOA","URXCPM",2015,1962,-0.0324,0.001
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXBFOA","URXMAL",2015,1956,-0.0224,5e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXBFOA","URXOPM",2015,1955,-0.0205,4e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXBFOA","URXOXY",2015,1965,0.0665,0.0044
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXBFOA","URXPAR",2015,1965,-0.0539,0.0029
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXBFOA","URXTCC",2015,1952,-0.0155,2e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMFOS","URX24D",2015,1963,0.0635,0.004
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMFOS","URX4FP",2015,1964,0.034,0.0012
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMFOS","URXCPM",2015,1962,0.0247,6e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMFOS","URXMAL",2015,1956,-3e-04,0
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMFOS","URXOPM",2015,1955,0.038,0.0014
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMFOS","URXOXY",2015,1965,0.0253,6e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMFOS","URXPAR",2015,1965,0.0147,2e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMFOS","URXTCC",2015,1952,0.0241,6e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMPAH","URX24D",2015,1963,0.0534,0.0028
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMPAH","URX4FP",2015,1964,0.0132,2e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMPAH","URXCPM",2015,1962,0.0942,0.0089
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMPAH","URXMAL",2015,1956,0,0
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMPAH","URXOPM",2015,1955,0.0791,0.0063
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMPAH","URXOXY",2015,1965,0.039,0.0015
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMPAH","URXPAR",2015,1965,0.0529,0.0028
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXMPAH","URXTCC",2015,1952,0.0288,8e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOA","URX24D",2015,1963,0.0453,0.0021
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOA","URX4FP",2015,1964,0.0297,9e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOA","URXCPM",2015,1962,0.0434,0.0019
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOA","URXMAL",2015,1956,0.0156,2e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOA","URXOPM",2015,1955,0.0337,0.0011
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOA","URXOXY",2015,1965,5e-04,0
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOA","URXPAR",2015,1965,0.0183,3e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOA","URXTCC",2015,1952,0.0149,2e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOS","URX24D",2015,1963,-0.0077,1e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOS","URX4FP",2015,1964,0.0609,0.0037
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOS","URXCPM",2015,1962,-0.0028,0
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOS","URXMAL",2015,1956,-0.0144,2e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOS","URXOPM",2015,1955,0.0716,0.0051
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOS","URXOXY",2015,1965,0.0666,0.0044
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOS","URXPAR",2015,1965,-9e-04,0
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXNFOS","URXTCC",2015,1952,0.0631,0.004
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDE","URX24D",2015,1963,-0.035,0.0012
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDE","URX4FP",2015,1964,0.0336,0.0011
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDE","URXCPM",2015,1962,0.0041,0
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDE","URXMAL",2015,1956,0.0213,5e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDE","URXOPM",2015,1955,0.0299,9e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDE","URXOXY",2015,1965,0.0214,5e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDE","URXPAR",2015,1965,-0.0167,3e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDE","URXTCC",2015,1952,0.043,0.0018
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDO","URX24D",2015,1963,0,0
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDO","URX4FP",2015,1964,0.0087,1e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDO","URXCPM",2015,1962,0.0084,1e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDO","URXMAL",2015,1956,-0.017,3e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDO","URXOPM",2015,1955,0.0023,0
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDO","URXOXY",2015,1965,0.031,0.001
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDO","URXPAR",2015,1965,0.0267,7e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFDO","URXTCC",2015,1952,-0.0018,0
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFHS","URX24D",2015,1963,0.0495,0.0025
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFHS","URX4FP",2015,1964,8e-04,0
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFHS","URXCPM",2015,1962,0.0229,5e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFHS","URXMAL",2015,1956,0.0205,4e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFHS","URXOPM",2015,1955,0.0279,8e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFHS","URXOXY",2015,1965,0.0177,3e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFHS","URXPAR",2015,1965,0.0062,0
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFHS","URXTCC",2015,1952,0.0047,0
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFNA","URX24D",2015,1963,0.0055,0
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFNA","URX4FP",2015,1964,0.0448,0.002
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFNA","URXCPM",2015,1962,0.0215,5e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFNA","URXMAL",2015,1956,0.0154,2e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFNA","URXOPM",2015,1955,0.0606,0.0037
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFNA","URXOXY",2015,1965,0.0529,0.0028
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFNA","URXPAR",2015,1965,0.0174,3e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFNA","URXTCC",2015,1952,0.0437,0.0019
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFUA","URX24D",2015,1963,-0.0912,0.0083
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFUA","URX4FP",2015,1964,0.0335,0.0011
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFUA","URXCPM",2015,1962,-0.013,2e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFUA","URXMAL",2015,1956,-0.008,1e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFUA","URXOPM",2015,1955,0.0296,9e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFUA","URXOXY",2015,1965,0.0471,0.0022
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFUA","URXPAR",2015,1965,0.0097,1e-04
"PFAS_vs_UPHOPM","PFAS","UPHOPM","LBXPFUA","URXTCC",2015,1952,0.0567,0.0032
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXEPAH","URXCNP",2011,1867,-0.0268,7e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXEPAH","URXCOP",2011,1867,-0.0429,0.0018
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXEPAH","URXECP",2011,1867,-0.0102,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXEPAH","URXMBP",2011,1867,-0.0313,0.001
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXEPAH","URXMC1",2011,1867,-0.0284,8e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXEPAH","URXMEP",2011,1867,-0.0289,8e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXEPAH","URXMHH",2011,1867,-0.0209,4e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXEPAH","URXMHNC",2011,1867,-0.0088,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXEPAH","URXMHP",2011,1867,-0.0367,0.0013
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXEPAH","URXMIB",2011,1867,-0.08,0.0064
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXEPAH","URXMNM",2011,1867,-0.0017,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXEPAH","URXMNP",2011,1867,-0.038,0.0014
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXEPAH","URXMOH",2011,1867,-0.0192,4e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXEPAH","URXMZP",2011,1867,-0.0458,0.0021
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXEPAH","URXUCR",2011,1887,-0.063,0.004
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXMPAH","URXCNP",2011,1867,0.017,3e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXMPAH","URXCOP",2011,1867,-0.0025,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXMPAH","URXECP",2011,1867,0.0085,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXMPAH","URXMBP",2011,1867,0.0295,9e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXMPAH","URXMC1",2011,1867,0.0048,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXMPAH","URXMEP",2011,1867,0.0365,0.0013
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXMPAH","URXMHH",2011,1867,-0.0067,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXMPAH","URXMHNC",2011,1867,-0.009,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXMPAH","URXMHP",2011,1867,-0.0528,0.0028
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXMPAH","URXMIB",2011,1867,-0.0152,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXMPAH","URXMNM",2011,1867,-0.0609,0.0037
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXMPAH","URXMNP",2011,1867,-0.0099,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXMPAH","URXMOH",2011,1867,0.0031,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXMPAH","URXMZP",2011,1867,0.0417,0.0017
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXMPAH","URXUCR",2011,1887,0.0164,3e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFBS","URXCNP",2011,1867,-0.0174,3e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFBS","URXCOP",2011,1867,-0.0213,5e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFBS","URXECP",2011,1867,-0.0135,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFBS","URXMBP",2011,1867,-0.0173,3e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFBS","URXMC1",2011,1867,-0.0073,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFBS","URXMEP",2011,1867,-0.0046,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFBS","URXMHH",2011,1867,-0.0154,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFBS","URXMHNC",2011,1867,-0.0244,6e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFBS","URXMHP",2011,1867,-0.0461,0.0021
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFBS","URXMIB",2011,1867,-0.0358,0.0013
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFBS","URXMNM",2011,1867,-0.0341,0.0012
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFBS","URXMNP",2011,1867,-0.0273,7e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFBS","URXMOH",2011,1867,-0.0227,5e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFBS","URXMZP",2011,1867,0.0107,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFBS","URXUCR",2011,1887,-0.0287,8e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDE","URXCNP",2011,1867,-0.0932,0.0087
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDE","URXCOP",2011,1867,-0.0799,0.0064
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDE","URXECP",2011,1867,-0.1101,0.0121
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDE","URXMBP",2011,1867,-0.072,0.0052
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDE","URXMC1",2011,1867,-0.0505,0.0025
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDE","URXMEP",2011,1867,-0.025,6e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDE","URXMHH",2011,1867,-0.0804,0.0065
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDE","URXMHNC",2011,1867,0.0241,6e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDE","URXMHP",2011,1867,-0.0262,7e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDE","URXMIB",2011,1867,-0.0569,0.0032
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDE","URXMNM",2011,1867,-0.0298,9e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDE","URXMNP",2011,1867,-0.0112,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDE","URXMOH",2011,1867,-0.1057,0.0112
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDE","URXMZP",2011,1867,-0.1604,0.0257
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDE","URXUCR",2011,1887,-0.055,0.003
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDO","URXCNP",2011,1867,-0.1136,0.0129
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDO","URXCOP",2011,1867,-0.0902,0.0081
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDO","URXECP",2011,1867,-0.1024,0.0105
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDO","URXMBP",2011,1867,-0.1313,0.0172
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDO","URXMC1",2011,1867,-0.0574,0.0033
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDO","URXMEP",2011,1867,-0.115,0.0132
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDO","URXMHH",2011,1867,-0.0672,0.0045
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDO","URXMHNC",2011,1867,-0.0027,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDO","URXMHP",2011,1867,-0.0128,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDO","URXMIB",2011,1867,-0.0938,0.0088
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDO","URXMNM",2011,1867,-0.0399,0.0016
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDO","URXMNP",2011,1867,-0.0094,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDO","URXMOH",2011,1867,-0.0833,0.0069
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDO","URXMZP",2011,1867,-0.1287,0.0166
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFDO","URXUCR",2011,1887,-0.1121,0.0126
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHP","URXCNP",2011,1867,-0.0157,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHP","URXCOP",2011,1867,-0.0096,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHP","URXECP",2011,1867,-0.0017,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHP","URXMBP",2011,1867,0.0033,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHP","URXMC1",2011,1867,-0.0108,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHP","URXMEP",2011,1867,0.0147,2e-04
