"pair","dataset_a","dataset_b","chemical_a","chemical_b","year","n","r","r_squared"
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMIB",2015,1947,0.0134,2e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMNP",2015,1947,0.0485,0.0024
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMOH",2015,1947,0.0149,2e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMZP",2015,1947,-0.067,0.0045
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXCNP",2015,1947,0.0487,0.0024
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXCOP",2015,1947,0.0303,9e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXECP",2015,1947,0.0057,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXHIBP",2015,1947,-0.0712,0.0051
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMBP",2015,1947,0.0064,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMC1",2015,1947,0.0568,0.0032
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMCOH",2015,1947,-0.0411,0.0017
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMEP",2015,1947,0.0054,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMHBP",2015,1947,-0.0361,0.0013
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMHH",2015,1947,0.0243,6e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMHNC",2015,1947,-0.0624,0.0039
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMHP",2015,1947,-0.0325,0.0011
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMIB",2015,1947,-0.0435,0.0019
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMNP",2015,1947,-0.0082,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMOH",2015,1947,0.0015,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMZP",2015,1947,-0.0933,0.0087
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXCNP",2015,1947,0.0787,0.0062
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXCOP",2015,1947,0.0517,0.0027
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXECP",2015,1947,0.0712,0.0051
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXHIBP",2015,1947,0.0261,7e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMBP",2015,1947,0.0995,0.0099
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMC1",2015,1947,0.1089,0.0119
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMCOH",2015,1947,-0.008,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMEP",2015,1947,0.033,0.0011
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMHBP",2015,1947,0.1042,0.0108
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMHH",2015,1947,0.0599,0.0036
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMHNC",2015,1947,-0.0089,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMHP",2015,1947,0.0214,5e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMIB",2015,1947,0.0209,4e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMNP",2015,1947,-0.0054,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMOH",2015,1947,0.0661,0.0044
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMZP",2015,1947,0.1013,0.0103
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXCNP",2015,1947,0.0468,0.0022
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXCOP",2015,1947,0.0248,6e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXECP",2015,1947,-0.0119,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXHIBP",2015,1947,-0.0372,0.0014
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMBP",2015,1947,0.0379,0.0014
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMC1",2015,1947,0.0352,0.0012
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMCOH",2015,1947,-0.0326,0.0011
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMEP",2015,1947,0.0331,0.0011
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMHBP",2015,1947,-0.0158,2e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMHH",2015,1947,0.0078,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMHNC",2015,1947,-0.034,0.0012
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMHP",2015,1947,-0.0739,0.0055
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMIB",2015,1947,-0.0121,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMNP",2015,1947,-0.0252,6e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMOH",2015,1947,-0.0146,2e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMZP",2015,1947,-0.078,0.0061
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXCNP",2015,1947,-0.0045,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXCOP",2015,1947,-0.0137,2e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXECP",2015,1947,-0.0269,7e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXHIBP",2015,1947,-0.0708,0.005
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMBP",2015,1947,0.0198,4e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMC1",2015,1947,0.0135,2e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMCOH",2015,1947,-0.0519,0.0027
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMEP",2015,1947,0.0011,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMHBP",2015,1947,-0.0153,2e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMHH",2015,1947,0.0117,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMHNC",2015,1947,-0.0602,0.0036
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMHP",2015,1947,0.0088,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMIB",2015,1947,-0.0366,0.0013
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMNP",2015,1947,-8e-04,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMOH",2015,1947,-0.0167,3e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMZP",2015,1947,-0.0957,0.0092
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXCNP",2015,1947,-0.0886,0.0078
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXCOP",2015,1947,-0.0852,0.0073
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXECP",2015,1947,-0.0627,0.0039
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXHIBP",2015,1947,-0.0455,0.0021
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMBP",2015,1947,-0.0091,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMC1",2015,1947,-0.0496,0.0025
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMCOH",2015,1947,-0.0406,0.0016
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMEP",2015,1947,-0.023,5e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMHBP",2015,1947,-0.0202,4e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMHH",2015,1947,-0.0243,6e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMHNC",2015,1947,-0.0331,0.0011
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMHP",2015,1947,0.0064,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMIB",2015,1947,-0.0391,0.0015
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMNP",2015,1947,-0.0115,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMOH",2015,1947,-0.0526,0.0028
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDE","URXMZP",2015,1947,-0.1245,0.0155
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXCNP",2015,1947,0.0102,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXCOP",2015,1947,-0.0123,2e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXECP",2015,1947,-0.0314,0.001
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXHIBP",2015,1947,-4e-04,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXMBP",2015,1947,0.0157,2e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXMC1",2015,1947,0.0012,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXMCOH",2015,1947,-0.0079,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXMEP",2015,1947,0.0303,9e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXMHBP",2015,1947,0.01,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXMHH",2015,1947,-0.0228,5e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXMHNC",2015,1947,-0.0218,5e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXMHP",2015,1947,-0.0213,5e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXMIB",2015,1947,-0.0043,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXMNP",2015,1947,-0.0062,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXMOH",2015,1947,-0.034,0.0012
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFDO","URXMZP",2015,1947,-0.0395,0.0016
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXCNP",2015,1947,0.0553,0.0031
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXCOP",2015,1947,0.0342,0.0012
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXECP",2015,1947,-0.0097,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXHIBP",2015,1947,-0.0821,0.0067
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMBP",2015,1947,-1e-04,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMC1",2015,1947,0.0405,0.0016
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMCOH",2015,1947,-0.0336,0.0011
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMEP",2015,1947,0.0095,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMHBP",2015,1947,-0.0732,0.0054
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMHH",2015,1947,0.0095,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMHNC",2015,1947,-0.049,0.0024
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMHP",2015,1947,-0.0333,0.0011
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMIB",2015,1947,-0.0388,0.0015
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMNP",2015,1947,0.0087,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMOH",2015,1947,-0.0101,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFHS","URXMZP",2015,1947,-0.0949,0.009
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXCNP",2015,1947,0.0328,0.0011
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXCOP",2015,1947,0.0484,0.0023
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXECP",2015,1947,0.0023,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXHIBP",2015,1947,-0.0241,6e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMBP",2015,1947,0.0296,9e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMC1",2015,1947,0.0479,0.0023
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMCOH",2015,1947,-0.0479,0.0023
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMEP",2015,1947,0.0207,4e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMHBP",2015,1947,-0.0056,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMHH",2015,1947,0.0257,7e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMHNC",2015,1947,-0.0442,0.002
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMHP",2015,1947,-0.006,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMIB",2015,1947,-0.0036,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMNP",2015,1947,0.035,0.0012
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMOH",2015,1947,-0.0062,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFNA","URXMZP",2015,1947,-0.0975,0.0095
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXCNP",2015,1947,-0.109,0.0119
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXCOP",2015,1947,-0.1295,0.0168
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXECP",2015,1947,-0.0968,0.0094
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXHIBP",2015,1947,-0.0724,0.0052
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMBP",2015,1947,-0.0163,3e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMC1",2015,1947,-0.0986,0.0097
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMCOH",2015,1947,-0.056,0.0031
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMEP",2015,1947,-0.037,0.0014
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMHBP",2015,1947,-0.0289,8e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMHH",2015,1947,-0.0499,0.0025
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMHNC",2015,1947,-0.0359,0.0013
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMHP",2015,1947,0.0207,4e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMIB",2015,1947,-0.0652,0.0042
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMNP",2015,1947,-0.0136,2e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMOH",2015,1947,-0.0826,0.0068
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXPFUA","URXMZP",2015,1947,-0.1406,0.0198
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXCNP",2017,1886,-0.0261,7e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXCOP",2017,1886,-0.0232,5e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXECP",2017,1886,-0.0235,6e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXECPT",2017,1886,0.0175,3e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXHIBP",2017,1886,-0.034,0.0012
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMBP",2017,1886,-0.0273,7e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMC1",2017,1886,-0.049,0.0024
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMCOH",2017,1886,0.0171,3e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMEP",2017,1886,-0.0325,0.0011
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMHBP",2017,1886,-0.0215,5e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMHH",2017,1886,-0.0157,2e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMHHT",2017,1886,-0.0065,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMHNC",2017,1886,0.0102,1e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMHP",2017,1886,-0.0327,0.0011
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMIB",2017,1886,-0.0321,0.001
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMNP",2017,1886,-0.0389,0.0015
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMOH",2017,1886,-0.0215,5e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMONP",2017,1886,-0.0542,0.0029
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXBFOA","URXMZP",2017,1886,-0.0245,6e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXCNP",2017,1886,-0.0151,2e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXCOP",2017,1886,-0.022,5e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXECP",2017,1886,-0.0217,5e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXECPT",2017,1886,-0.0899,0.0081
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXHIBP",2017,1886,-0.1001,0.01
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMBP",2017,1886,-0.0638,0.0041
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMC1",2017,1886,-0.0043,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMCOH",2017,1886,-0.0246,6e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMEP",2017,1886,-0.0762,0.0058
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMHBP",2017,1886,-0.0906,0.0082
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMHH",2017,1886,-0.0175,3e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMHHT",2017,1886,-0.0572,0.0033
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMHNC",2017,1886,-0.0694,0.0048
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMHP",2017,1886,-0.0989,0.0098
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMIB",2017,1886,-0.0882,0.0078
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMNP",2017,1886,-0.0482,0.0023
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMOH",2017,1886,-0.0282,8e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMONP",2017,1886,-0.0365,0.0013
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMFOS","URXMZP",2017,1886,-0.0641,0.0041
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXCNP",2017,1886,0.0039,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXCOP",2017,1886,0.018,3e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXECP",2017,1886,0.015,2e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXECPT",2017,1886,-0.0767,0.0059
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXHIBP",2017,1886,0.0137,2e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMBP",2017,1886,0.0397,0.0016
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMC1",2017,1886,0.0708,0.005
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMCOH",2017,1886,-0.0168,3e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMEP",2017,1886,-0.0394,0.0016
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMHBP",2017,1886,0.0459,0.0021
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMHH",2017,1886,0.0177,3e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMHHT",2017,1886,-0.0496,0.0025
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMHNC",2017,1886,-0.0499,0.0025
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMHP",2017,1886,-0.0401,0.0016
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMIB",2017,1886,5e-04,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMNP",2017,1886,-0.0176,3e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMOH",2017,1886,0.025,6e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMONP",2017,1886,0.0371,0.0014
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXMPAH","URXMZP",2017,1886,0.0883,0.0078
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXCNP",2017,1886,-0.0659,0.0043
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXCOP",2017,1886,-0.0483,0.0023
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXECP",2017,1886,-0.0642,0.0041
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXECPT",2017,1886,-0.0389,0.0015
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXHIBP",2017,1886,-0.1238,0.0153
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMBP",2017,1886,-0.0666,0.0044
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMC1",2017,1886,-0.0596,0.0035
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMCOH",2017,1886,-0.0448,0.002
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMEP",2017,1886,-0.1159,0.0134
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMHBP",2017,1886,-0.0968,0.0094
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMHH",2017,1886,-0.058,0.0034
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMHHT",2017,1886,-0.024,6e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMHNC",2017,1886,-0.0687,0.0047
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMHP",2017,1886,-0.1249,0.0156
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMIB",2017,1886,-0.0998,0.01
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMNP",2017,1886,-0.0317,0.001
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMOH",2017,1886,-0.0734,0.0054
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMONP",2017,1886,-0.0577,0.0033
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOA","URXMZP",2017,1886,-0.1243,0.0154
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXCNP",2017,1886,-0.0281,8e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXCOP",2017,1886,-0.0368,0.0014
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXECP",2017,1886,-0.0357,0.0013
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXECPT",2017,1886,-0.0593,0.0035
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXHIBP",2017,1886,-0.0808,0.0065
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMBP",2017,1886,-0.0424,0.0018
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMC1",2017,1886,-0.004,0
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMCOH",2017,1886,-0.0382,0.0015
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMEP",2017,1886,-0.0691,0.0048
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMHBP",2017,1886,-0.0824,0.0068
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMHH",2017,1886,-0.0168,3e-04
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMHHT",2017,1886,-0.0468,0.0022
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMHNC",2017,1886,-0.0619,0.0038
"PFAS_vs_PHTHTE","PFAS","PHTHTE","LBXNFOS","URXMHP",2017,1886,-0.0298,9e-04
